recclass,year,id
L6,2011-01-01T00:00:00.000,30
L6,2012-01-01T00:00:00.000,12
LL,1916-01-01T00:00:00.000,10
LL,1933-01-01T00:00:00.000,10
LL3-6,1940-01-01T00:00:00.000,10
LL3-6,1949-01-01T00:00:00.000,10
LL3.00,1940-01-01T00:00:00.000,10
LL3.15,1895-01-01T00:00:00.000,10
LL3.2,1946-01-01T00:00:00.000,10
LL3.3,1919-01-01T00:00:00.000,12
LL3.4,1907-01-01T00:00:00.000,10
LL3.4,1951-01-01T00:00:00.000,10
LL3.4,1968-01-01T00:00:00.000,10
LL3.6,1857-01-01T00:00:00.000,10
LL3.6,1883-01-01T00:00:00.000,10
LL3.8,1921-01-01T00:00:00.000,10
LL3.9,1977-01-01T00:00:00.000,10
LL4,1798-01-01T00:00:00.000,10
LL4,1862-01-01T00:00:00.000,10
LL4,1877-01-01T00:00:00.000,10
LL4,1886-01-01T00:00:00.000,10
LL4,1894-01-01T00:00:00.000,10
LL4,1959-01-01T00:00:00.000,12
LL5,1794-01-01T00:00:00.000,10
LL5,1828-01-01T00:00:00.000,12
LL5,1830-01-01T00:00:00.000,10
LL5,1835-01-01T00:00:00.000,10
LL5,1869-01-01T00:00:00.000,10
LL5,1914-01-01T00:00:00.000,10
LL5,1924-01-01T00:00:00.000,10
LL5,1930-01-01T00:00:00.000,12
LL5,1931-01-01T00:00:00.000,10
LL5,1932-01-01T00:00:00.000,10
LL5,1949-01-01T00:00:00.000,10
LL5,1967-01-01T00:00:00.000,10
LL5,1977-01-01T00:00:00.000,10
LL5,1985-01-01T00:00:00.000,10
LL5,1989-01-01T00:00:00.000,10
LL5,2001-01-01T00:00:00.000,10
LL5,2013-01-01T00:00:00.000,10
LL6,1492-01-01T00:00:00.000,10
LL6,1808-01-01T00:00:00.000,10
LL6,1834-01-01T00:00:00.000,10
LL6,1840-01-01T00:00:00.000,10
LL6,1853-01-01T00:00:00.000,10
LL6,1860-01-01T00:00:00.000,10
LL6,1863-01-01T00:00:00.000,10
LL6,1866-01-01T00:00:00.000,10
LL6,1871-01-01T00:00:00.000,10
LL6,1889-01-01T00:00:00.000,10
LL6,1896-01-01T00:00:00.000,12
LL6,1902-01-01T00:00:00.000,10
LL6,1905-01-01T00:00:00.000,10
LL6,1914-01-01T00:00:00.000,10
LL6,1932-01-01T00:00:00.000,10
LL6,1933-01-01T00:00:00.000,24
LL6,1934-01-01T00:00:00.000,10
LL6,1938-01-01T00:00:00.000,24
LL6,1945-01-01T00:00:00.000,10
LL6,1949-01-01T00:00:00.000,10
LL6,1952-01-01T00:00:00.000,20
LL6,1963-01-01T00:00:00.000,10
LL6,1966-01-01T00:00:00.000,10
LL6,1968-01-01T00:00:00.000,10
LL6,1970-01-01T00:00:00.000,10
LL6,1974-01-01T00:00:00.000,10
LL6,1981-01-01T00:00:00.000,10
LL6,1986-01-01T00:00:00.000,10
LL6,1998-01-01T00:00:00.000,12
LL6,1999-01-01T00:00:00.000,10
LL6,2002-01-01T00:00:00.000,30
LL6,2004-01-01T00:00:00.000,10
LL6,2008-01-01T00:00:00.000,10
Lodranite,1868-01-01T00:00:00.000,10
Martian (chassignite),1815-01-01T00:00:00.000,10
Martian (nakhlite),1911-01-01T00:00:00.000,10
Martian (shergottite),1865-01-01T00:00:00.000,10
Martian (shergottite),2011-01-01T00:00:00.000,10
Mesosiderite,1995-01-01T00:00:00.000,10
Mesosiderite-A1,1842-01-01T00:00:00.000,10
Mesosiderite-A1,1933-01-01T00:00:00.000,10
Mesosiderite-A1,1935-01-01T00:00:00.000,10
Mesosiderite-A3,1935-01-01T00:00:00.000,10
Mesosiderite-A3/4,1879-01-01T00:00:00.000,12
OC,1810-01-01T00:00:00.000,12
OC,1848-01-01T00:00:00.000,10
OC,1878-01-01T00:00:00.000,10
OC,1889-01-01T00:00:00.000,12
OC,1905-01-01T00:00:00.000,10
OC,1906-01-01T00:00:00.000,10
OC,1908-01-01T00:00:00.000,10
OC,1919-01-01T00:00:00.000,10
OC,1920-01-01T00:00:00.000,10
OC,1927-01-01T00:00:00.000,10
OC,1930-01-01T00:00:00.000,10
OC,1933-01-01T00:00:00.000,12
OC,1960-01-01T00:00:00.000,10
OC,1963-01-01T00:00:00.000,12
OC,1980-01-01T00:00:00.000,12
Pallasite,1826-01-01T00:00:00.000,10
"Pallasite, PMG",1902-01-01T00:00:00.000,10
"Pallasite, PMG",1981-01-01T00:00:00.000,10
R3.8-6,1934-01-01T00:00:00.000,10
Stone-uncl,1491-01-01T00:00:00.000,10
Stone-uncl,1583-01-01T00:00:00.000,10
Stone-uncl,1623-01-01T00:00:00.000,10
Stone-uncl,1628-01-01T00:00:00.000,10
Stone-uncl,1637-01-01T00:00:00.000,10
Stone-uncl,1671-01-01T00:00:00.000,10
Stone-uncl,1740-01-01T00:00:00.000,10
Stone-uncl,1775-01-01T00:00:00.000,10
Stone-uncl,1796-01-01T00:00:00.000,10
Stone-uncl,1811-01-01T00:00:00.000,10
Stone-uncl,1880-01-01T00:00:00.000,30
Stone-uncl,1891-01-01T00:00:00.000,10
Stone-uncl,1895-01-01T00:00:00.000,10
Stone-uncl,1906-01-01T00:00:00.000,10
Stone-uncl,1916-01-01T00:00:00.000,10
Stone-uncl,1923-01-01T00:00:00.000,10
Stone-uncl,1944-01-01T00:00:00.000,10
Stone-uncl,1976-01-01T00:00:00.000,10
Stone-uncl,1977-01-01T00:00:00.000,10
Ureilite,1872-01-01T00:00:00.000,10
Ureilite,1886-01-01T00:00:00.000,10
Ureilite,1955-01-01T00:00:00.000,10
Ureilite,1971-01-01T00:00:00.000,10
Ureilite-an,2008-01-01T00:00:00.000,10
Winonaite,1931-01-01T00:00:00.000,10
